655.405353	657.156647	Halpha
485.491365	486.788635	Hbeta
433.470866	434.629134	Hgamma
409.622728	410.717272	Hdelta
396.480287	397.539713	Hepsilon
360.0	392.0	Hjump
587.5	592.0	telluric
627.5	632.5	telluric
686.0	705.3	telluric
717.0	735.0	telluric
759.0	771.0	telluric
790.0	795.0	telluric
809.0	990.0	telluric
